o:id,o:resource_template,o:resource_class,o:owner,o:is_public,dcterms:title,dcterms:identifier,dcterms:created,dcterms:available,dcterms:isPartOf,dcterms:hasPart,dcterms:dateSubmitted,dcterms:license,bibo:number,rdfs:comment,crm:P16i_was_used_for,crm:P44_has_condition,crm:P57_has_number_of_parts,crm:P70i_is_documented_in,crm:P187_has_production_plan,curation:status,modsci:hasManufacturer,modsci:hasScientificInstrumentManufacturer,modsci:instrumentUsedInScience,modsci:isManufacturerOf,modsci:usesInstrument,rico:documentedBy,rico:hasOrHadIdentifier,rico:hasOrHadPhysicalLocation,rico:descriptiveNote,rico:location,rico:measure,rico:technicalCharacteristics,schema:brand,schema:dateCreated,schema:model,schema:storageRequirements,schema:serialNumber,schema:material
4712,Instruments scientifiques,,thomas.chaineux@chartes.psl.eu,true,Planétaire - BUREAU,SEGUIN-0260,,,,,2022-07-06,,16798,Pas de signature ni inscriptions visibles.,"Le planétaire, développé d'abord au Royaume-Uni sous le nom de ""orrery"", est une évolution du XVIIIe siècle de la sphère armillaire, adaptée au système héliocentrique de Copernic, et munie d'un mécanisme d'horlogerie afin d'illustrer de façon autonome les différentes révolutions du système Terre-Lune et des planètes. On les a un temps baptisées ""sphères mouvantes"" en France. Au contraire de la sphère armillaire classique, les sphères planétaires sont remplacées par des bras afin de simplifier visuellement le modèle. Celui-ci a cependant la particularité d'enclore le planétaire dans un globe de verre figurant la sphère des fixes, et de conserver des armilles représentant les cercles célestes, servant de repères astronomiques.","Bon état. Le mécanisme et les différentes armilles semblent désarticulées. Les 2 hémisphères du globe sont désemboîtés, et le globe semble également détaché de son axe",1,"gallica.bnf.fr/ark:/12148/bpt6k9601486g | www.google.fr/books/edition/Usages_du_plan%C3%A9taire_ou_sph%C3%A8re_mouvant/Dh4PAAAAQAAJ | https://fr.wikipedia.org/wiki/Plan%C3%A9taire | King, Geared to the stars, U Toronto Press, 1978
Kugel, Spheres : l'art des mécaniques célestes, 2002
Fortin, Usage du planétaire ou sphère mouvante de Copernic, 1773",,Non fonctionnel,,,4001 | astronomie galactique,,,,,"Bureau Seguin, bat. d'habitation",,,110 cm (hauteur). Diamètre: 50 cm,,,,,,,http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2416 Verre | http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2124 Métal
4711,Instruments scientifiques,,thomas.chaineux@chartes.psl.eu,true,Canon de midi - BUREAU,SEGUIN-0259,,,,,2022-07-05,,16797,,"Le canon de midi, lorsqu'il est bien positionné dans l'axe du méridien local, et la loupe fixée à la hauteur correspondant à la date du jour, donne le midi vrai (heure solaire) par une détonation, si l'éclairement solaire est suffisant. Le soleil passe alors au méridien, par définition du jour solaire, à midi précise, c'est-à-dire dans l'axe optique de la lentille convergente de la loupe. Celle-ci concentre alors les rayons lumineux à son foyer (""verre ardent""), situé précisément à la lumière du canon. Les rayons font alors détoner la poudre si le canon est chargé. Le cadran solaire associé peut également donner l'heure approximative.",Bon état. Oxydation,1,https://fr.wikipedia.org/wiki/Canon_de_midi | https://www.youtube.com/watch?v=ETM7mYtZSFk,,Intégrité: oui,,,4001 | astronomie galactique,,,,,"Bureau Seguin, bat. d'habitation","Le cadran solaire gravé dans le marbre comprend un demi-cercle gradué en heures en chiffres romains, de VI à XII sur la gauche, puis de I à VI sur la droite. Au centre, est gravé ""48 [?] 51"", correspondant certainement à la latitude (48°51') pour laquelle il a été conçu. L'un des quarts de cercle comporte une graduation gravée selon la date, avec l'initiale de chaque mois et le numéro 15 à chaque demi-mois, de janvier à juin dans le sens croissant, puis de juillet à décembre dans le sens décroissant.",https://sws.geonames.org/2988507/ Paris,20 cm (hauteur). Diamètre: 36 cm,,,,,,,http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2416 Verre | http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2305 Marbre | http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2124 Métal
4710,Instruments scientifiques,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Voiture,SEGUIN-0258,,,,,2022-08-01,,16903,"Constructeur automobile fondé à Lyon en 1905. La Société Anonyme des Automobiles La Buire est une filiale des chantiers de la Buire, le nom de l'endroit où se déroule l'activité. Orientée dès 1889 dans la construction de tricycles à vapeur grâce à la collection de Léon Serpollet puis de camions et d'omnibus à vapeur avec Scotte. La Société Nouvelle des Automobiles La Buire voit le jour en 1910 sous la direction de Michel Berthier et reprend la production. La Buire cesse définitivement son activité en 1930.
La Buire 10A a été construite entre 1926 et 1928.","Cet un engin permet de réaliser des déplacements. Ce véhicule a été par la famille Lefèvre-Seguin pour le lien avec les chantiers de la Buire qu'Augustin Seguin (1841-1904), beau-frère des frères fondateurs Frossard de Saugy, dirige.",Bon état,,,Torpédo,Fonctionnel,https://www.wikidata.org/wiki/Q18415370 Société Horme et Buire,,4040,,,,,Garage actuel,"Sur le radiateur ""La Buire"" + sur plaque circulaire ""Buire Autos - Lyon""
Sur le capot, sur l'appareil de mesure ""Auto-Thermomètre""
Sur l'auto-thermomètre ""Danger Vapeur - Moyenne d'Eté - L'élévation brusque de température est un danger. S'arrêter et rechercher la cause. Un moteur trop froid donne un mauvais rendement. Mettre le capuchon au radiateur. Moteur froid""
""Phares Ducellier""
""Bte SGDG - ATELIER SEIGNOL - 17 RUE DURET - PARIS""
""SA APPAREILS JE MALIVERT-PARIS - BUIRE AUTOS - CIRCULATION D'HUILE""
Plaque métal vissée sur le tableau de bord ""SOCIETE NOUVELLE DE LA BUIRE AUTOMOBILE LYON - SERIE 10A N°1050 4 MOTEUR CYLINDRE de 70 m/m PUISSANCE DECLAREE 10HP - POIDS CHASSIS""
Sur le moteur ""BUIRE AUTO LYON""
Sur les pneus ""MICHELIN 16x50""",https://sws.geonames.org/2996944/ Lyon,160 cm (hauteur) x 160 cm (largeur) x 430 cm (longueur),,,,10A,,1050A,http://data.culture.fr/thesaurus/resource/ark:/67717/T94-18 Cuir | http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2416 Verre | http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2124 Métal
4709,Instruments scientifiques,,thomas.chaineux@chartes.psl.eu,true,Pompe de Carré,SEGUIN-0257,,,,,2022-08-01,,16902,"La première machine frigorifique à l'ammoniac date de 1872.
La pompe de Carré a été inventée par Ferdinand Philippe Edouard Carré (1824-1900), ingénieur français. Il a inventé des appareils frigorifiques destinés à produire de la glace pour les brasseries. Ces appareils pouvaient produire entre 12 et 100 kg de glace. En 1857 (1859 ?), il invente le réfrigérateur à absorption . Ce système utilise l'eau comme absorbant et l'ammoniac comme réfrigérant. Il a donné son nom au cycle de Carré.","Cette machine est utilisée pour la congélation de l'eau. Elle permet de produire de la glace sans électricité, par réaction chimique endothermique. Une réaction endothermique absorbe de l'énergie provenant de l'environnement, ce qui abaisse le degré énergétique du milieu. Lorsqu'une réaction chimique absorbe de la chaleur, la température du milieu environnant diminue.",Bon état,,aseiste.fr,,,,,http://ark.bnf.fr/ark:/12148/cb11959477r thermique | 4040,,,,,Garage actuel,"Sur l'objet ""9176""",,116 cm (hauteur) x 35 cm (largeur) x 120 cm (longueur),,,,,,,http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2124 Métal
4708,Instruments scientifiques,,thomas.chaineux@chartes.psl.eu,true,Chaudière,SEGUIN-0256,,,,,2022-08-01,,16786,"François Pessin, travail sur l'orthoptère, en lien avec l'aviation, innovation des Seguin. Machine de plein air, petit groupe moteur mobile à base de feu de bois ou de charbon.",Le feu est installé sous la chaudière et l'embase fait entrer l'air de combustion par les différents côtés. La chaudière est équipée d'une cheminée participant au recyclage de la fumée de combustion et augmentant le rendement. C'est donc une sorte de petite locomotive.,Bon état. Déplacée dans l'atelier de mécanique,,,,,,,http://ark.bnf.fr/ark:/12148/cb11959477r thermique | 4040,,,,,Garage actuel,"Sur plaque ovale et sur le corps cylindrique de l'objet ""10K""",,113 cm (hauteur) x 50 cm (largeur) x 50 cm (longueur),,,,,,,http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2416 Verre | http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2124 Métal
4707,Instruments scientifiques,,thomas.chaineux@chartes.psl.eu,true,Etabli avec tiroirs,SEGUIN-0255,,,,,2022-08-01,,16901,,L'établi permet de travailler des pièces ou d'installer des appareils.,Bon état,,,,Intégrité: oui. Fonctionnel,,,4040,,,,,Cabinet de physique,,,89 cm (hauteur) x 34 cm (largeur) x 96 cm (longueur),,,,,,,http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2563 Bois | http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2124 Métal
4706,Instruments scientifiques,,thomas.chaineux@chartes.psl.eu,true,Tour à métaux,SEGUIN-0254,,,,,2022-08-01,,16900,,Cet appareil sert à travailler le métal.,Bon état,,,,,,,4040,,,,M182,Cabinet de physique,,,125 cm (hauteur) x 70 cm (largeur) x 130 cm (longueur),,,,,,,http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2563 Bois | http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2124 Métal
4705,Instruments scientifiques,,thomas.chaineux@chartes.psl.eu,true,Accessoires pour machines,SEGUIN-0253,,,,,2022-08-01,,16899,Pas de dimension,Ces accessoires s'utilisent sur les différents tours mécaniques présents.,Bon état,,,,,,,4040,,,,M233,Cabinet de physique,,,,,,,,,,http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2563 Bois | http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2124 Métal
4704,Instruments scientifiques,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Moteur,SEGUIN-0252,,,,,2021-06-13,276,16785,,"Ce moteur était utilisé dans les voitures, les bateaux. Il permet de générer de l'énergie et de faire fonctionner divers instruments. Ce moteur a été construit par Panhard et Levassor sous licence, et vendu initialement aux Frères Peugeot qui l'ont cédé aux Seguin (Louis ou Augustin) vers 1895. Il entraîne une courroie qui actionne les tours à bois et à métaux de l'atelier de mécanique.",Bon état,,,,Intégrité: non,Daimler,,http://ark.bnf.fr/ark:/12148/cb11959477r thermique | 4040,,,,M178,Cabinet de physique,"""MOTEUR DAIMLER BREVETE SGDG N°276""
""PANHARD&LEVASSOR CONSTRUCTEURS 19 AVENUE D'IVRY 19 PARIS""",https://sws.geonames.org/2988507/ Paris,105 cm (hauteur) x 54 cm (largeur) x 65 cm (longueur),,,,,,,http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2124 Métal
4703,Instruments scientifiques,,thomas.chaineux@chartes.psl.eu,true,Pince sur support à pied,SEGUIN-0251,,,,,2022-08-01,,16898,{'@xml:space': 'preserve'},Cet instrument permet de maintenir des pièces.,Bon état,,,,,,,4040,,,,M215,Salle de mécanique,{'@xml:space': 'preserve'},,83 cm (hauteur). Diamètre: 26 cm,,,,,,,http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2563 Bois | http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2124 Métal
4702,Instruments scientifiques,,thomas.chaineux@chartes.psl.eu,true,Pompe à pied,SEGUIN-0250,,,,,2022-08-01,,16897,{'@xml:space': 'preserve'},"Cette pompe sert à gonfleur des pneus. La pompe fonctionne selon le principe de la loi de Boyle. Lorsqu'on tire le piston vers le haut à l'aide de la poignée, un vide se crée à l'intérieur de la chambre. En raison de ce vide, la pression d'air à l'intérieur de la pompe devient inférieure à la pression d'air externe. Cette différence de pression fait que la pompe aspire l'air extérieur dans le cylindre via la soupape d'aspiration. Lorsque la pression d'air interne est égale à la pression d'air externe, la soupape se ferme, le processus de compression commence. Quand la pression d'air interne dans la soupape est supérieure à la pression d'air interne du pneu, l'air rentre dans le pneu.",Bon état,,aseiste.fr,,,,,http://ark.bnf.fr/ark:/12148/cb119520549 hydrodynamique | 4040,,,,M214,Salle de mécanique,{'@xml:space': 'preserve'},,"64 cm (hauteur) x 30 cm (largeur) x 37,5 cm (longueur)",,,,,,,http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2563 Bois | http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2124 Métal
4701,Instruments scientifiques,,thomas.chaineux@chartes.psl.eu,true,Moteur électrique,SEGUIN-0249,,,,,2022-08-01,,16896,{'@xml:space': 'preserve'},Ce type de moteur permet de convertir l'énergie électrique en énergie mécanique de rotation. Les deux bornes du moteur sont reliées à une source de courant.,Bon état,,aseiste.fr,,,,,4040 | 4022,,,,M179,Salle de mécanique,{'@xml:space': 'preserve'},,22 cm (hauteur) x 23 cm (largeur) x 22 cm (longueur),,,,,,,http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2126 Acier | http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2124 Métal
4700,Instruments scientifiques,,thomas.chaineux@chartes.psl.eu,true,Réservoir sur socle en bois,SEGUIN-0248,,,,,2022-08-01,,16895,{'@xml:space': 'preserve'},Cet appareil sert de réservoir ?,Bon état,,,,Intégrité: oui. Fonctionnel,,,4040,,,,,Salle de mécanique,"Sur le dessus du réservoir ""BREVETE SGDG""
Reste illisible de la marque partie avec la peinture",,18 cm (hauteur) x 25 cm (largeur) x 32 cm (longueur),,,,,,,http://data.culture.fr/thesaurus/resource/ark:/67717/T516-946 Tissu | http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2124 Métal
4699,Instruments scientifiques,,thomas.chaineux@chartes.psl.eu,true,Perceuse à main,SEGUIN-0247,,,,,2022-08-01,,16894,{'@xml:space': 'preserve'},Cet appareil permet de réaliser des trous dans différents types de support.,Bon état,,,,Intégrité: oui. Fonctionnel,,,http://ark.bnf.fr/ark:/12148/cb11933128v physique du solide | 4040,,,,M180,Salle de mécanique,{'@xml:space': 'preserve'},,77 cm (hauteur) x 23 cm (largeur) x 45 cm (longueur),,,,DEPOSE N°2,,,http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2124 Métal
4698,Instruments scientifiques,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Motocyclette,SEGUIN-0246,1927,,,,2022-08-01,,16893,"Achetée par Jean-marc Lefèvre à l'association Gnome et Rhône dans les années 1990. Elle est ""dans son jus"" et fonctionne. Elle est ""post-Seguin"" qui ont cédé Gnome & Rhône en 1922.

Poster présentant la motocyclette : De nombreuses marques de voitures et de motos ont pris racine dans les milieux industrielles de la région AURA, berceau de la plupart des grandes inventions mécaniques du siècle dernier. La ville d'Annonay n'est pas en reste avec la descendance de Marc Seguin. Comme les automobiles La Buire doivent leur existence à Auguste Seguin, ses fils Louis et Laurent donnent naissance à la marque des moteurs Gnome. Un autre ingénieur de génie Louis Verdet construit des moteurs plus performants et d'une autre conception dite en étoile. Un progrès technologique majeur qui permet à l'aviation de cesser d'être un sport pour devenir une industrie. La société Le Rhône, nom du fleuve, devient le premier constructeur mondial de moteurs aéronautiques. Il s'en suivra le rapprochement des deux firmes, la marque Gnome et Rhône nait en 1915. La marque équipe la majeure partie des avions durant la grande guerre. L'armistice signé, les commandes baissent. Dans les années 20, le marché des moyens de locomotion personnels est très prospère.",C'est un moyen de locomotion.,Bon état,,,,Intégrité: oui. Fonctionnel,3975,,4040 | 4025,,,,M232,Salle de mécanique,"Pour sauver la marque de la faillite, la production se recentre notamment sur les motocyclettes. Le nom Gnome et Rhône subsiste jusqu'en 1959 avant d'être nationalisé et repris par le groupe aéronautique Safran.",https://sws.geonames.org/2996944/ Lyon,93 cm (hauteur) x 77 cm (largeur) x 185 cm (longueur),,,,E2,,,http://data.culture.fr/thesaurus/resource/ark:/67717/T516-946 Tissu | http://data.culture.fr/thesaurus/resource/ark:/67717/T94-301 Plastique | http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2124 Métal
4697,Instruments scientifiques,,thomas.chaineux@chartes.psl.eu,true,Tour à bois,SEGUIN-0245,,,,,2022-08-01,,16892,"Un certain nombre d'instruments de menuiserie qui se trouvaient dans la menuiserie, aujourd'hui disparue et devenue le garage, ont été regroupés dans la salle de mécanique.",Cet instrument permet de travailler le bois.,Bon état,,,,Intégrité: oui. Fonctionnel,,,4040 | 4025,,,,M181,Salle de mécanique,,,126 cm (hauteur) x 79 cm (largeur) x 148 cm (longueur),,,,,,,http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2563 Bois | http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2124 Métal
4696,Instruments scientifiques,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Lampe à souder,SEGUIN-0244,,,,,2022-08-01,214253,16891,"Autre nom : torche à gaz, chalumeau","La lampe à souder permet d'obtenir une flamme continue et intense pour travailler sur différents matériaux pour la soudure, le brasage (assemblage entre différentes pièces métalliques). On parle également de torche à gaz ou de chalumeau.",Bon état,,,,Intégrité: oui,F.J.,,4040 | 4025,,,,M201,Salle de mécanique,"Sur le réservoire "" VBLE REGULATEUR F.J. PARIS BTE S.G.D.G. N°214253""",https://sws.geonames.org/2988507/ Paris,18 cm (hauteur) x 10 cm (largeur) x 16 cm (longueur),,,,,,,http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2124 Métal
4695,Instruments scientifiques,,thomas.chaineux@chartes.psl.eu,true,Lampe à arc,SEGUIN-0243,,,,,2022-08-01,,16890,"Les charbons = aggloméré de coke en poudre, de noir de fumée et d'un sirop de gomme et de sucre très épais, comprimé puis passé à la filière et séché à haute température.

2 exemplaires",Cet appareil permet la production d'un éclairage électrique à arc stable.,Bon état,,,,Intégrité: oui. Fonctionnel,,,4040,,,,"M234, M195",Salle de mécanique,{'@xml:space': 'preserve'},,"74 cm (hauteur). Diamètre: 16,5 cm",,,,,,,http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2124 Métal
4694,Instruments scientifiques,,thomas.chaineux@chartes.psl.eu,true,Objet non identifié,SEGUIN-0242,,,,,2022-08-01,,16889,,?,Bon état,,,,Intégrité: oui. Fonctionnel,,,4040,,,,M213,Salle de mécanique,{'@xml:space': 'preserve'},,"64 cm (hauteur) x 24 cm (largeur) x 52,5 cm (longueur)",,,,,,,http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2563 Bois | http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2124 Métal
4693,Instruments scientifiques,,thomas.chaineux@chartes.psl.eu,true,Poste à souder,SEGUIN-0241,,,,,2022-08-01,,16888,,Cet instrument servait à faire de la soudure pour des pièces métalliques.,Bon état,,,,Intégrité: oui. Fonctionnel,,,http://ark.bnf.fr/ark:/12148/cb11959477r thermique | 4040,,,,M187,Salle de mécanique,{'@xml:space': 'preserve'},,96 cm (hauteur) x 46 cm (largeur) x 60 cm (longueur),,,,,,,http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2563 Bois | http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2124 Métal
4692,Instruments scientifiques,,thomas.chaineux@chartes.psl.eu,true,Etabli-Bureau,SEGUIN-0240,,,,,2022-08-01,,16887,,Cet objet permet de travailler des pièces.,Bon état,,,,Intégrité: oui. Fonctionnel,,,4040,,,,M231,Salle de mécanique,"Sur le document bleu marine ""Tableau de filetage"" ""Tour d'amateur"" - Série A- Pas de vis 6 m/mm (?)"".",,"14 cm (hauteur) x 50,5 cm (largeur) x 102 cm (longueur)",,,,,,,http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2563 Bois
4691,Instruments scientifiques,,thomas.chaineux@chartes.psl.eu,true,Gabarit pour publicité Gnome-Rhône,SEGUIN-0239,,,,,2022-08-01,,16886,,,Bon état. La structure est extrêmement souple voire molle,,,,Intégrité: oui. Fonctionnel,,,4040,,,,M231,Salle de mécanique,,,4 cm (hauteur). Diamètre: 80 cm,,,,,,,http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2219 Zinc
4690,Instruments scientifiques,,thomas.chaineux@chartes.psl.eu,true,Etabli,SEGUIN-0238,,,,,2022-08-01,,16885,"Un certain nombre d'instruments de menuiserie qui se trouvaient dans la menuiserie, aujourd'hui disparue et devenue le garage, ont été regroupés dans la salle de mécanique.",Cet objet sert à travailler des pièces de bois.,Bon état,,,,Intégrité: oui. Fonctionnel,,,4040,,,,M183,Salle de mécanique,,,124 cm (hauteur) x 59 cm (largeur) x 102 cm (longueur),,,,,,,http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2563 Bois | http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2124 Métal
4689,Instruments scientifiques,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Vélo,SEGUIN-0237,,,,,2022-08-01,,16884,"La société française des moteurs Gnome et Rhône fabriquait des moteurs pour l'aviation puis des motocyclettes et des bicyclettes jusque dans les années 50. Elle résulte de la fusion en 1914 de la société Gnome fondée par Louis et Laurent Seguin avec la société Le Rhône, créée en 1897. La société fut nationalisée à l'issue de la deuxième guerre mondiale pour former la SNECMA, fusionnée par la suite avec Sagem pour créer le groupe Safran en 2005.
Les cycles ont d'abord été fabriqués par la Société des Moteurs Gnome et Rhône (SGMR) de 1940 à 1946 puis par la Société des Cycles Gnome et Rhône (SCGR) de 1946 à 1952.
Les gammes de vélo sont constituées de trois tubes en duralumin, assemblés à des raccords, un triangle arrière, une fourche en acier, selon un procédé breveté e, 1927.
La production de cycles va durer 12 avec 35000 unités.",Cet objet sert à se déplacer.,Bon état,,,,Intégrité: oui. Fonctionnel,3975,,4040 | 4025,,,,M235,Salle de mécanique,"Sur le cadran et garde-boue ""GR"" + étiquette ""GR""
Sur selle ""Excelsior""",France,95 cm (hauteur) x 50 cm (largeur) x 165 cm (longueur),,,,,,,http://data.culture.fr/thesaurus/resource/ark:/67717/T94-18 Cuir | http://data.culture.fr/thesaurus/resource/ark:/67717/T94-301 Plastique | http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2124 Métal
4688,Instruments scientifiques,,thomas.chaineux@chartes.psl.eu,true,Machine à découper,SEGUIN-0236,,,,,2022-08-01,,16883,"Un certain nombre d'instruments de menuiserie qui se trouvaient dans la menuiserie, aujourd'hui disparue et devenue le garage, ont été regroupés dans la salle de mécanique.

Objet à revoir",Il s'agit d'une machine à découper des bois tendres type scie à chantourner.,Bon état,,,,Intégrité: oui. Fonctionnel,,,http://ark.bnf.fr/ark:/12148/cb11933128v physique du solide | 4040,,,,M184,Salle de mécanique,,,121 cm (hauteur) x 33 cm (largeur) x 72 cm (longueur),,,,,,,http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2563 Bois
4687,Instruments scientifiques,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Scie à chantourner avec pédale,SEGUIN-0235,,,,,2022-08-01,,16882,"Un certain nombre d'instruments de menuiserie qui se trouvaient dans la menuiserie, aujourd'hui disparue et devenue le garage, ont été regroupés dans la salle de mécanique.

Manque des éléments","Cet instrument permet de scier des pièces complexes, c'est en quelque sorte l'ancêtre de la scie à chantourner.",Bon état,,,,Intégrité: oui. Fonctionnel,FD LORIN,,http://ark.bnf.fr/ark:/12148/cb11933128v physique du solide | 4040,,,,M185,Salle de mécanique,"Sur le métal ""FD LORIN Bte""",,121 cm (hauteur) x 33 cm (largeur) x 72 cm (longueur),,,,,,,http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2563 Bois
4686,Instruments scientifiques,,thomas.chaineux@chartes.psl.eu,true,Maquette ou gabarit ?,SEGUIN-0234,,,,,2022-08-01,,16881,"Un certain nombre d'instruments de menuiserie qui se trouvaient dans la menuiserie, aujourd'hui disparue et devenue le garage, ont été regroupés dans la salle de mécanique.",Le gabarit est une pièce utilisée comme modèle pour reproduire une forme donnée. Les contours du gabarit sont reportés sur la pièce à découper (à usiner). Le gabarit doit être réalisé avec soin sinon toute imperfection est reproduite. Un des intérêts d'un gabarait est qu'il est réutilisable.,Bon état,,,,,,,4040 | 4025,,,,M208,Salle de mécanique,,,45 cm (hauteur) x 35 cm (largeur) x 60 cm (longueur),,,,,,,http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2563 Bois
4685,Instruments scientifiques,,thomas.chaineux@chartes.psl.eu,true,Maquette ou gabarit ?,SEGUIN-0233,,,,,2022-08-01,,16880,"Un certain nombre d'instruments de menuiserie qui se trouvaient dans la menuiserie, aujourd'hui disparue et devenue le garage, ont été regroupés dans la salle de mécanique.",Le gabarit est une pièce utilisée comme modèle pour reproduire une forme donnée. Les contours du gabarit sont reportés sur la pièce à découper (à usiner). Le gabarit doit être réalisé avec soin sinon toute imperfection est reproduite. Un des intérêts d'un gabarait est qu'il est réutilisable.,Bon état,,,,Intégrité: oui. Fonctionnel,,,4040 | 4025,,,,M207,Salle de mécanique,,,72 cm (hauteur) x 14 cm (largeur) x 74 cm (longueur),,,,,,,http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2563 Bois
4684,Instruments scientifiques,,thomas.chaineux@chartes.psl.eu,true,Petite scie à main,SEGUIN-0232,,,,,2022-08-01,,16879,"Un certain nombre d'instruments de menuiserie qui se trouvaient dans la menuiserie, aujourd'hui disparue et devenue le garage, ont été regroupés dans la salle de mécanique.

""S.A."" pour Seguin Ainé ? Marc Seguin ?",Cet objet permet de découper des pièces de bois à la main.,Bon état,,,,Intégrité: oui. Fonctionnel,,,http://ark.bnf.fr/ark:/12148/cb11933128v physique du solide | 4040,,,,,Salle de mécanique,"Sur les poignées ""S.A.""",,"3 cm (hauteur) x 22,5 cm (largeur) x 33 cm (longueur)",,,,,,,http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2563 Bois | http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2124 Métal
4683,Instruments scientifiques,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Polisseur de couteaux,SEGUIN-0231,,,,,2022-08-01,,16878,"Un certain nombre d'instruments de menuiserie qui se trouvaient dans la menuiserie, aujourd'hui disparue et devenue le garage, ont été regroupés dans la salle de mécanique.

Quatre exemplaires non complets, manque les mèches.",Cet appareil permet de polir des surfaces. Il est noté sur l'objet que celui-ci sert à polir les couteaux. Il peut servir à polir toute lame tranchante et notamment des outils de menuiserie.,Bon état,,,,,L'Express,,http://ark.bnf.fr/ark:/12148/cb11933128v physique du solide | 4040,,,,,Salle de mécanique,"Papier collé ""NETTOIE ET POLIS LES COUTEAUX""
""L'EXPRESS"" ""Breveté S.G.D.G.""",,"9,5 cm (hauteur) x 14 cm (largeur) x 29 cm (longueur)",,,,,,,http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2124 Métal | http://data.culture.fr/thesaurus/resource/ark:/67717/T516-950 Feutre
4682,Instruments scientifiques,,thomas.chaineux@chartes.psl.eu,true,Vilebrequins à main,SEGUIN-0230,,,,,2022-08-01,,16877,"Un certain nombre d'instruments de menuiserie qui se trouvaient dans la menuiserie, aujourd'hui disparue et devenue le garage, ont été regroupés dans la salle de mécanique.

Quatre exemplaires non complets, manque les mèches.",Cet objet utilise la force manuelle pour percer des trous dans des matériaux comme le bois.,Bon état,,,,Intégrité: non. Fonctionnel,,,http://ark.bnf.fr/ark:/12148/cb11933128v physique du solide | 4040,,,,,Salle de mécanique,,,32 cm (hauteur) x 6 cm (largeur) x 16 cm (longueur),,,,,,,http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2563 Bois | http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2124 Métal
