o:id,o:resource_template,o:resource_class,o:owner,o:is_public,dcterms:title,dcterms:type,dcterms:identifier,dcterms:created,dcterms:isPartOf,dcterms:dateSubmitted,rdfs:comment,crm:P15_was_influenced_by,crm:P43_has_dimension,crm:P44_has_condition,crm:P62_depicts,crm:P65_shows_visual_item,crm:P94i_was_created_by,rico:documentedBy,rico:hasOrHadPhysicalLocation,rico:hasOrHadSubject,rico:isOrWasIncludedIn,rico:descriptiveNote,rico:measure,schema:material
25413,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,"Ornement violet n° 1 : chasuble, étole, manipule, bourse de corporal",http://data.culture.fr/thesaurus/resource/ark:/67717/T262-76 tissu,IMVRG00107,1895/1905,,2021-09-22,,,"étole : 113 ; 23 cm (largeur); manipule : 53 cm (hauteur) x 22 cm (largeur); bourse de coporal : 24,5 cm (hauteur) ; 23,5 cm (largeur)",État passable. Déformation ; devant de la chasuble rapiécé ; manque le voile de calice,symbole christique | ornement à forme végétale,IHS | rinceaux de fleurons,,,Maison,,25306,,112 cm (hauteur) x 65 cm (largeur),soie: violette | fil métallique argent
25412,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,"Ornement rouge n° 2 : chasuble, étole, manipule, voile de calice",http://data.culture.fr/thesaurus/resource/ark:/67717/T262-76 tissu,IMVRG00106,1895/1905,,2021-09-22,,,"étole : 118 ; 22,5 cm (largeur) ; manipule : 53 cm (hauteur) x 22 cm (largeur); voile de calice : 56,5 cm (hauteur) ; 55 cm (largeur)",Bon état,symbole christique | ornement à forme végétale,croix | feuilles stylisées | vase,,,Maison,,25306,,111 cm (hauteur) x 68 cm (largeur),"soie: rouge | fil de soie blanc, jaune, rouge, bleu, vert, ocre, rose | fil métallique or | fil métallique argent"
25411,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,"Ornement rouge n° 1 : chasuble, étole, manipule, voile de calice",http://data.culture.fr/thesaurus/resource/ark:/67717/T262-76 tissu,IMVRG00105,1895/1905,,2021-09-22,,,"étole : 117 ; 23 cm (largeur); manipule : 49,5 cm (hauteur) ; 23 cm (largeur); voile de calice : 54 cm (hauteur) x 51 cm (largeur)",État passable. Encrassement ; déformations,symbole christique | ornement à forme végétale,IHS | croix et feuilles stylisées,,,Maison,,25306,,"113 cm (hauteur) x 69,5 cm (largeur)","soie: rouge | fil de soie blanc, jaune, ocre, rouge, vert"
25410,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,"Ornement blanc n° 3 : chasuble, étole, manipule, voile de calice, bourse de corporal",http://data.culture.fr/thesaurus/resource/ark:/67717/T262-76 tissu,IMVRG00104,1895/1905,,2021-09-22,,,"étole : 115 ; 26 cm (largeur); manipule : 47 cm (hauteur) x 25 cm (largeur); voile de calice : 56 cm (hauteur) x 54 cm (largeur); bourse de corporal : 23 ; 20,5 cm (largeur)",État passable. Encrassement ; déformations ; le voile de calice a été grignoté par des rongeurs sur le côté supérieur,symbole christique | ornement à forme végétale,IHS | rinceau de feuilles et fleurs stylisées,,,Maison,,25306,,110 cm (hauteur) x 69 cm (largeur),"soie: blanche | fil de soie blanc, jaune, ocre, rouge, vert"
25409,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,"Ornement blanc n° 2 : chasuble, étole, manipule, voile de calice, bourse de corporal",http://data.culture.fr/thesaurus/resource/ark:/67717/T262-76 tissu,IMVRG00103,1895/1905,,2021-09-22,,,"étole : 113 ; 22 cm (largeur); manipule : 55,5 cm (hauteur) ; 21 cm (largeur); voile de calice : 55 cm (hauteur) x 55 cm (largeur); bourse de corporal : 25 ; 23 cm (largeur)",Bon état,symbole christique | ornement à forme végétale,IHS | rinceau de roses,,,Maison,,25306,,113 cm (hauteur) x 69 cm (largeur),"soie: blanche | fil de soie blanc, jaune, ocre, rouge, vert"
25408,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Pale n° 3,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-76 tissu,IMVRG00102,1895/1905,,2021-09-22,,,,Bon état. Encrassement,symbole christique,"IHS, instruments de la Passion: clous, couronne d'épines | blé | vigne | lacs",,,Maison,,25306,,"19 cm (hauteur) x 18,7 cm (largeur)",coton (?) | lin (?): blanc | carton | fil métallique or
25407,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,"Ornement blanc n° 1 : chasuble, étole, manipule, voile de calice, bourse de corporal",http://data.culture.fr/thesaurus/resource/ark:/67717/T262-76 tissu,IMVRG00101,1901/1925,,2021-09-22,"La maison Biais Aîné et Compagnie est active de 1892 à 1937 environ. C'est une manufacture d'ornements d'église de Paris, puis installée à Lyon. La marque Biais Aîné et Noirot-Biais est active entre 1900 et 1904.
Différentes dénominations : Biais aîné et Compagnie, 1892-1899 ; Biais Aîné et Noirot-Biais, 1900-1904 ; Biais Frères et Compagnie, 1905-1933 ; Biais Frères et Fils, 1934-v. 1937. Manufacture d'ornements d'église de Paris : Auger J. représentant et chef de fabrication à Lyon, 1892-1899, 15 rue Lanterne. 1900-1907, 2 rue des Fargues (place Sathonay). 1908-1937, 8 rue Pierre Dupont. Fabricants de dorures et passementeries pour ornements d'église. Fabricants de soieries pour ornements d'église. (Berthod, Hardouin-Fugier, Paramentica, p. 92)",,"étole : 105 ; 20 cm (largeur); manipule : 48 cm (hauteur) x 19 cm (largeur); voile de calice : 55,5 cm (hauteur) ; 56 cm (largeur); bourse de corporal : 27 ; 21 cm (largeur)",Bon état. Déformation,ornement à forme géométrique | ornement à forme végétale | symbole christique,alpha et oméga | croix | fleuron | feuilles stylisées | losange,Biais Aîné et Noirot-Biais (fabricant d'ornements),,Maison,,25306,"Au revers du devant, sur étiquette, brodé, d'origine : FOURNISSEURS DE N.S.P. / LE PAPE / BIAIS AINÉ ET NOIROT-BIAIS / PARIS / 74 RUE BONAPARTE",101 cm (hauteur) x 67 cm (largeur),"soie: blanche | fil métallique or | fil métallique argent | fil de soie vert, blanc, rouge"
25406,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Pale n° 2,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-76 tissu,IMVRG00100,1895/1905,,2021-09-22,,,,Bon état,symbole christique | ornement à forme végétale,IHS | feuilles de vigne,,,Maison,,25306,,"18,5 cm (hauteur) x 18 cm (largeur)",lin
25405,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,"Ornement vert : chasuble, étole, manipule, voile de calice, bourse de corporal",http://data.culture.fr/thesaurus/resource/ark:/67717/T262-76 tissu,IMVRG00099,1875/1900,,2021-09-22,,,"étole : 78 ; 19 cm (largeur); manipule : 46 cm (hauteur) x 19 cm (largeur); voile de calice : 43,5 cm (hauteur) ; 42,5 cm (largeur) ; bourse de corporal : 23 ; 21 cm (largeur)",,symbole christique | ornement à forme vététale,IHS | frise de fleurons stylisés | croix,,,Maison,,25306,,"106 cm (hauteur) x 66,5 cm (largeur)","soie: verte | fil métallique or | fil de soie vert, jaune, brun"
25404,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,"Ornement noir : chasuble, étole, manipule, voile de calice, bourse de corporal",http://data.culture.fr/thesaurus/resource/ark:/67717/T262-76 tissu,IMVRG00098,1875/1900,,2021-09-22,,,"étole : 118 ; 22,5 cm (largeur) ; manipule : 49 cm (hauteur) x 20 cm (largeur); voile de calice : 57,5 cm (hauteur) ; 58 cm (largeur); bourse de corporal : 26,5 ; 21 cm (largeur)",Bon état. Déformation ; large auréole sur le voile de calice ; léger accroc sur le devant de la chasuble,ornement à forme végétale,semis de fleurs,,,Maison,,25306,,108 cm (hauteur) x 64 cm (largeur),soie: noire
25403,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,3 aubes d'enfant de chœur,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-76 tissu,IMVRG00097,1875/1900,,2021-09-22,"AS pour Augustin Seguin, le fils d'Augustin ?",,,Bon état. Déformation ; encrassement,symbole christique,croix,,,Maison,,25306,Au revers du col : AS,74 cm (hauteur) x 77 cm (largeur),lin: dentelle
25402,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Ornement blanc : chape,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-76 tissu,IMVRG00096,1875/1900,,2021-09-22,,,,Défectueux. Manquent les franges du chaperon ; bord décousu ; manquent les mors de chape ; déformation ; tache sur le dos,ornement à formle végétale | symbole christique,pélican mystique | fleur | croix,,,Maison,,25306,,154 cm (hauteur) x 151 cm (largeur)x2,soie: blanc | fil métal or | fil métal argent | alliage cuivreux | fond d'or
25401,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Voile huméral n° 2,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-76 tissu,IMVRG00095,1875/1900,,2021-09-22,,,torsade : 6 cm (largeur),Bon état. Une partie du galon décousue,scène biblique,adoration du saint sacrement | IHS | gloie rayonnant | ange: agenouillé | angelot: dans les airs,,,Maison,,25306,Sur l'œuve ; en latin ; brodé ; d'origine : ECCE PANIS ANGELORUM,"53,5 cm (hauteur) x 285 cm (largeur)","soie: blanc, fil métal or, brodée, peinte"
25400,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Marc Seguin,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-68 sculpture,IMVRG00094,1888,,2021-09-22,"Une version en plâtre bronziné est présentée dans la bibliothèque (IMVRG00210) ; un autre exemplaire en plâtre, non signé, figure dans l'atelier (IMVRG00146), présentant quelques différences de détail.
Eugène Guillaume (1822-1905), né à Montbard le 4 juillet 1822 devient l'élève de Pradier. Grand prix de Rome en 1845, professeur à l'école des Beaux-arts de Paris dont il prend la direction en 1864 ; directeur de l'Académie nationale de France à Rome de 1891 à 1904, professeur d'esthétique au Collège de France en 1882, il est nommé grand-officier de la Légion d'honneur en 1889. Élu à l'Académie française en 1898 (fauteuil 21) en remplacement du duc d'Aumale, il a été reçu le 2 mars 1899 par Alfred Mézières (source : https://www.academie-francaise.fr/les-immortels/eugene-guillaume). Lorsqu'il crée le buste de Marc Seguin en 1880, il pratique la sculpture depuis près de 40 ans et est dans la parfaite maîtrise de son art",,,Bon état. Encrassement ; poussière,personnage célèbre,"buste de Marc Seguin, à mi-corps et épaulement ébauché: il est revêtu d'une chemise au col rabattu fermé par foulard noué sous la gorge, avec un gilet fermé par un bouton est protégé par une redingote à boutonnières et insigne",http://viaf.org/viaf/32141025 Eugène Guillaume,,Maison [serre],,25295,"Sur le devant, dans un cartouche : 
à dextre : EUG GUILLAUME / 1881",82 cm (hauteur) x 60 cm (largeur) x 30 cm (profondeur),"marbre: blanc, taillé, poli"
25399,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Les voix du printemps,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-68 sculpture,IMVRG00093,1875/1900,25395,2021-09-22,C'est la seule statue de la série sans date portée,,,"État passable. Nombreuses craquelures de surface du badigeon et du plâtre, probablement dues aux variations climatiques ; une large fente s'est formée sur le devant, partant de la clavicule senestre jusqu'à la cuisse ; nombreux éclats ; manque l'angle postérieur dextre de la terrasse",allégorie,printemps | femme,3955,,Maison [serre],,25294,Sur la terrasse : en façade : LES VOIX DU PRINTEMPS ; à dextre : A. SEGUIN,163 cm (hauteur) x 50 cm (largeur) x 41 cm (profondeur),"plâtre: moulé, badigeonné"
25398,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Joyeuses moissons,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-68 sculpture,IMVRG00092,1898,25395,2021-09-22,"Le modèle s'inspire directement d'une illustration d'Élisabeth Sonrel, ""Fleurs des champs"", dont Augustin possède un exemplaire dans son atelier (IMVRG00192)",,,"État passable. Nombreuses craquelures de surface du badigeon et du plâtre, probablement dues aux variations climatiques ; une fine broche métallique dépasse à dextre, au niveau de la cuisse, laissant supposer l'ajout d'un accessoire aujourd'hui disparu",allégorie,été | femme,3955,,Maison [serre],,25294,Sur la terrasse : en façade : JOYEUSES MOISSONS ; à dextre : A. SEGUIN / 1898,162 cm (hauteur) x 40 cm (largeur) x 43 cm (profondeur),"plâtre: moulé, badigeonné"
25397,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Agréables vendanges,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-68 sculpture,IMVRG00091,1899,25395,2021-09-22,,,,"Défectueux. Il manque le bras gauche, dont on voit encore le goujon métallique de fixation ; l'angle senestre de la terrasse est brisé",allégorie,automne | femme,3955,,Maison [serre],,25294,Sur la terrasse : en façade : AGRÉABLES VENDANGES ; à dextre : A. SEGUIN / 1899,162 cm (hauteur) x 40 cm (largeur) x 43 cm (profondeur),"plâtre: moulé, badigeonné"
25396,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Froidure d'hiver,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-68 sculpture,IMVRG00090,1899,25395,2021-09-22,"Augustin Seguin, sociétaire de la Société lyonnaise des Beaux-arts en 1893, expose régulièrement ses sculptures, dont il obtient une mention honorable (salons de 1897, 1898). En 1900, il présente cette Allégorie de l'Hiver, qui se fait remarquer : ""Parmi les morceaux intéressants [...[…] M. Seguin, une Allégorie de l’hiver, d’une impression réussie. (Lyon Artistique, 2e année, n° 17, dimanche 29 avril 1900.)",,,"État passable. Badigeon partiellement absent, usé",allégorie,hiver | femme,3955,,Maison [serre],,25294,Sur la terrasse : en façade : FROIDURE D'HIVER ; à dextre : A. SEGUIN / 1899,"163 cm (hauteur) x 38,7 cm (largeur) x 41 cm (profondeur)","plâtre: moulé, badigeonné"
25395,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Les quatre saisons,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-68 sculpture,IMVRG00089,,,2021-09-22,,,dimensions du socle,Défectueux. Encrassement généralisé ; poussière,ornement à forme géométrique,grecque,3955,,Maison [serre],,25294,,"100 cm (hauteur) x 44,5 cm (largeur) x 44 cm (profondeur)","plâtre: moulé, badigeonné"
25394,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Fragments de peinture monumentale : décor,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-63 peinture,IMVRG00088,1875/1900,,2021-09-22,,,"dimension du mur (ouest, est) ; scène est, partie gauche : 226 cm (hauteur) x 224 cm (largeur); partie droite : 226 cm (hauteur) x 238 cm (largeur); scène ouest, partie gauche ; 224 cm (hauteur) x 175 cm (largeur); partie droite : 224 cm (hauteur) x 225 cm (largeur)",En péril. Soulèvements ; manques ; arrachage partiel de l'enduit (mur est) ; coulures (dégât des eaux),scène,"scène à groupe de personnages assis, inspirée d'une peinture de Pompéï",,,Maison [serre],,25288,,373 cm (hauteur) x 719 cm (largeur),enduit | peinture à l'huile (?) | peinture à la cire (?)
25393,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Jeune homme,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-63 peinture,IMVRG00087,1895/1905,,2021-09-21,,,,État passable. Nombreuses usures ; encrassement ; poussière,personnage,homme: de face,,,Maison [atelier],,25292,,33 cm (hauteur) x 25 cm (largeur),peinture à l'huile (carton)
25392,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Portrait d'homme de face,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-63 peinture,IMVRG00086,1890/1910,,2021-09-21,,,,Bon état. Encrassement ; poussière,personnage,homme: de face,3926,,Maison [atelier],,25291,,46 cm (hauteur) x 38 cm (largeur) x 2 cm (profondeur),peinture à l'huile (papier) | bois (châssis)
25391,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Buste de Diane chasseresse,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-63 peinture,IMVRG00085,1875/1900,,2021-09-21,"Copie du buste en plâtre de Diane chasseresse, présent dans la collection (IMVRG00151)",,,État passable. Éclaboussures ; éraflures,statue,statue antique en buste,3928,,Maison [atelier],,25292,,65 cm (hauteur) x 49 cm (largeur) x 2 cm (profondeur),peinture à l'huile (toile) | bois (châssis)
25390,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Homme pensif,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-63 peinture,IMVRG00084,1875/1900,,2021-09-21,,,,Bon état,portrait,homme: de trois-quarts,3928,,Maison [atelier],,25292,,"46 cm (hauteur) x 38,2 cm (largeur) x 2 cm (profondeur)",peinture à l'huile (toile) | bois (châssis)
25389,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Visage de femme de trois-quarts face,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-63 peinture,IMVRG00083,1898,,2021-09-21,,,,"État passable. Nombreuses coulures et éclaboussures, principalement dans la moitié gauche",portrait,"femme: buste, de trois-quarts",3928,,Maison [atelier],,25292,Signé et daté en bas à gauche : M. SEGUIN / 1898,"46 cm (hauteur) x 38,2 cm (largeur) x 2 cm (profondeur)",peinture à l'huile (toile) | bois (châssis)
25388,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Visage de femme de trois-quarts,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-63 peinture,IMVRG00082,1875/1900,,2021-09-21,,,,"État passable. Grosse trace de peinture verte dans le quart inférieur droit ; éraflures de la peinture sous le menton du modèle ; 2 punaises, une en bas à droite, l'autre en haut à gauche tenant un résidu de papier kraft",portrait,"femme: buste, de trois-quarts",3928,,Maison [atelier],,25292,,"46 cm (hauteur) x 38,2 cm (largeur) x 2 cm (profondeur)",peinture à l'huile (toile) | bois (châssis)
25387,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Visage de femme de trois-quarts dos,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-63 peinture,IMVRG00081,1898,,2021-09-21,,,,Bon état. Encrassement ; poussière,portrait,"femme: buste, de trois-quarts",3928,,Maison [atelier],,25292,"Signé et daté en bas à droite : M. SEGUIN / 1898
Au revers, inscriptions sur le châssis : MINETTE SEGUIN 1ERE PEINTURE FEVRIER 1898 / JULIETTE DE.. PONTUS / 1ER",41 cm (hauteur) x 33 cm (largeur) x 2 cm (profondeur),peinture à l'huile (toile) | bois (châssis)
25386,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Homme au binocle,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-63 peinture,IMVRG00080,1895/1905,,2021-09-21,,,,Bon état. Encrassement ; poussière,,,3928,,Maison [atelier],,25292,,"51 cm (hauteur) x 40,5 cm (largeur) x 2 cm (profondeur)",peinture à l'huile (toile) | bois (châssis)
25385,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Jeune femme,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-63 peinture,IMVRG00079,1901/1925,,2021-09-21,,,,Défectueux. Grandes lacérations verticales en plusieurs endroits,portrait,jeune femme,3926,,Maison [atelier],,25291,En haut à droite : MESTRALLET,65 cm (hauteur) x 54 cm (largeur) x 2 cm (profondeur),peinture à l'huile (toile) | bois (châssis)
25384,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,La mine de North Bloomfield,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-63 peinture,IMVRG00078,1890,25380,2021-09-21,"La mine d'or de North Bloomfield (Californie, comté de Nevada) était la première mine à être exploitée à la lumière électrique, jour et nuit, avec des canons hydrauliques dirigés sur les parois montagneuses. La mine de North Bloomfield, proche actuellement de Nevada City, devint au milieu des années 1870 la plus vaste mine d'or de l'État. Le paysage était si découpé par les canons hydrauliques que les mineurs français le comparèrent à la Bataille de Malakoff, épisode sanglant de la guerre de Crimée (1853-1856).
Le journaliste R. Ivet rapporte la conférence qu'Augustin Seguin tient le 4 novembre 1881 à la Société de géographie (publiée dans L'Éclair, 3e année, n° 109, 26 novembre 1881) : ""[...] Après avoir admiré les merveilles de cette nature vraiment extraordinaire, nous sommes conduits à un établissement d’exploitation de mines pour y étudier les merveilles de l’industrie humaine. Là, d’immenses jets d’eau d’une force effrayante détachent jour et nuit des collines exploitées, les sables et les pierres contenant le précieux métal ; ils les arrachent pour ainsi dire aux flancs de la montagne et les jettent de tous côtés ; ce spectacle, déjà étrange en lui-même, l’est encore plus la nuit, lorsque la lumière électrique jette sur ce chaos les flots de sa blanche lumière.""",,,"Défectueux. Perforations (4) dans le tiers inférieur gauche ; grande trace horizontale à la moitié du tableau ; écaillage et coulures dans le tiers inférieur gauche ; déformation du châssis : voilage, l'ensemble n'est plus plan",,,3955,,Maison [atelier],5074,25290,,,peinture à l'huile (toile) | bois (cadre)
25383,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Parc de Yellowstone,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-63 peinture,IMVRG00077,1890,25380,2021-09-21,,,,"En péril. Toile déchirée et désolidarisée du châssis et du cadre dans sa partie inférieure droite ; perforations en partie droite ; coulures à droite, soulèvements verticaux, stries verticales marquant vraisemblablement un pliage durable en trois parties  ; manques dans le tiers inférieur droit",,,3955,,Maison [atelier],5074,25290,,,peinture à l'huile (toile) | bois (cadre)
25382,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Mammoth Falls à Yellowstone,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-63 peinture,IMVRG00076,1890,25380,2021-09-21,Chutes d'eau sulfurée,,,"En péril. Toute la partie inférieure est effrangée, déchirée et n'est plus assemblée au châssis et au cadre ; grande perforation en partie supérieure ; éraflure en partie droite ; perte de matière dans le quart inférieur gauche",,cascade,3955,,Maison [atelier],5074,25290,,,peinture à l'huile (toile) | bois (cadre)
25381,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Yosemite Valley,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-63 peinture,IMVRG00075,1890,25380,2021-09-21,,,,"En péril. Toile déformée dans sa partie inférieure, avec déformation et perte de matière ; perforation, trou en formation au centre sur le tiers supérieur ; nombreuses griffures et éraflures ; la peinture du cadre est parcellaire",,,3955,,Maison [atelier],5074,25290,,,peinture à l'huile (toile) | bois (cadre)
25380,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Ensemble de 7 tableaux : panoramas de sites des États-Unis d'Amérique,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-63 peinture,IMVRG00074,1890,,2021-09-21,"En 1880, Augustin Seguin entreprend un voyage de plusieurs mois, aux États-Unis, où il découvre particulièrement les richesses naturelles du pays. Il se rend à Yellowstone, Yosemite Valley, dans les mines de North Bloomfield.
Quatre des sept tableaux conservés actuellement sont présentés en 1881, dans l'Exposition de géographie organisée par la Société de géographie de Lyon, à l’occasion du congrès national de géographie ; l'exposition est installée dans les bâtiments de l’École supérieure de commerce au 34 rue de la Charité. Le magazine Le Monde Lyonnais (3 septembre 1881, 2e année, n° 43, p. 520) s'en fait l'écho :
""L’exposition de géographie. ( …) La salle voisine offre plusieurs collections d’armes, dont la plus remarquable tant par le nombre d’objets que par leur valeur artistique, est celle de M. Orsel. Le fond de la pièce est occupée par les albums photographiques, les vêtements et échantillons de bois, de minéraux et de végétaux rapportés par M. Seguin, ingénieur, de son excursion aux sources du Missouri et au Parc national des Etats-Unis. Quatre grands tableaux aux tons bizarres et violents nous initient aux mystères de ces régions presque inexplorées. Au centre est dressée la tente avec les couchettes de peau de bison et tout le matériel de route qui ont servi à l’expédition de M. Seguin.""
Le compte-rendu des deux conférences retrouvées dans la presse contemporaine laisse supposer que les trois tableaux suivants ont été présentés : La mine de North Bloomfield (IMVRG00078) ; Sequoïa géant (IMVRG00242) ; Mammoth Cave (IMVRG00243). Si on retrouve le rapport de la première conférence d'Augustin Seguin, il sera peut-être possible de dire quel aura été le quatrième tableau présenté",,,En péril. Assemblage défectueux ; déformation ; perforation,paysage,,3955,,Maison [atelier ; couloir],5074,25290,,,peinture à l'huile (toile) | bois (cadre)
25379,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Couronne votive,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-79 tressage,IMVRG00073,1895/1905,,2021-09-21,,,,Défectueux. Nombreux éléments dissociés ; assemblage défectueux,ornement à forme végétale,laurier | fleurs | bouton,,,Maison,,25303,,Diamètre: 20 cm,papier (?) | métal
25378,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Encensoir,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-21 dinanderie,IMVRG00072,1875/1900,,2021-09-21,,,,État passable. Manquent les chaînes,ornement à forme végétale | ornement à forme géométrique,,,,Maison,,25303,,"27,5 cm (hauteur). Diamètre: 10 cm",alliage cuivreux
25377,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Chandelier d'autel,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-21 dinanderie,IMVRG00071,1875/1900,,2021-09-21,,,,Bon état,ornement à forme végétale | ornement à forme animale,pied | animal fantastique,,,Maison,,25303,,"19,5 cm (hauteur) x 11 cm (largeur) x 11 cm (profondeur)",alliage cuivreux
25376,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Croix d'autel,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-21 dinanderie,IMVRG00070,1875/1900,,2021-09-21,,,,Bon état,,Marie | Triangle trinitaire | cœur enflammé de Jésus,,,Maison,,25303,,65 cm (hauteur) x 21 cm (largeur) x 12 cm (profondeur),alliage cuivreux
25375,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Ensemble de 2 croix d'autel et 4 chandeliers d'autel,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-21 dinanderie,IMVRG00069,1850/1875,,2021-09-21,,,croix d'autel n° 2 : 50 cm (hauteur) x 21 cm (largeur) x 9 ; chandelier : 44 cm (hauteur) x 10 cm (largeur) x 10 cm (profondeur),Bon état,,,,,Maison,,25303,,"58 cm (hauteur) x 22,5 cm (largeur) x 9 cm (profondeur)",alliage cuivreux
25374,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Ensemble de croix d'autel et 8 chandeliers d'autel,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-21 dinanderie,IMVRG00068,1850/1875,,2021-09-21,,,chandelier : 66 cm (hauteur) x 23 cm (largeur) x 23 cm (profondeur),Bon état,,Christ en croix | ornement à forme végétale | ornement à forme animale,,,Maison,,25303,,"81 cm (hauteur) x 37,5 cm (largeur) : 24 cm (profondeur)",alliage cuivreux
