Class,rico:identifier,rico:hasRecordSetType,rico:title,rico:descriptiveNote,rico:dateInterv,rico:dateRaw,rico:hasCreatorRef,rico:hasCreatorNotRef,rico:hasReceiverRef,rico:hasReceiverNotRef,rico:hasPublisher,rico:isOrWasIncludedIn,rico:hasOrHadPhysicalLocation,crm:P44_has_condition
rico:Record,F4.6.2/115,,,"Facture de A. Badieu, épicerie parisienne,70, rue de l'Hotel de ville à Augustin Seguin (21,1 francs)",,1896-12-31,,"A. Badieu, épicerie parisienne,70, rue de l'Hotel de ville",REFPERS0017,,,F4.6.2,,
rico:Record,F4.6.2/116,,,"Facture de J. Chavannat, Maison Monnier, restaurant glacier, 31, place Bellecour à Pauline Seguin, née Consiglieri, 2, Place Carnot, Lyon (14 francs)",,1896-12-31,,"J. Chavannat, Maison Monnier, restaurant glacier, 31, place Bellecour",REFPERS0025,,,F4.6.2,,
rico:Record,F4.6.2/117,,,"Facture de Jeanne Voiturin, teinture et dégraissage à Pauline Seguin, née Consiglieri, Quai des Étroits (0,9 francs)",1896-12-31/1897-01-19,,,"Jeanne Voiturin, teinture et dégraissage",REFPERS0025,,,F4.6.2,,
rico:Record,F4.6.2/118,,,"Facture de L. Boissard, au carnaval de Venise, 106, rue de l'Htel de ville, Lyon à Pauline Seguin, née Consiglieri, Lyon (19,5 francs)",1896-12-01/1897-01-19,,,"L. Boissard, au carnaval de Venise, 106, rue de l'Htel de ville, Lyon",REFPERS0025,,,F4.6.2,,
rico:Record,F4.6.2/12,,,"Facture de Maison H. Gondrand, 1, place Carnot, Lyon, dépôt de chocolat à Pauline Seguin, née Consiglieri, Lyon (79,03 francs)",,,,"Maison H. Gondrand, 1, place Carnot, Lyon, dépôt de chocolat",REFPERS0025,,,F4.6.2,,
rico:Record,F4.6.2/13,,,"Facture de Favel, fabrique de gants de peau, succursales à Lyon (94, rue de l'Hotel de ville, 4, rue de la République) à Pauline Seguin, née Consiglieri, 2, Place Carnot, Lyon (7,5 francs)",1896-01-22/1896-11-25,,,"Favel, fabrique de gants de peau, succursales à Lyon (94, rue de l'Hotel de ville, 4, rue de la République)",REFPERS0025,,,F4.6.2,,
rico:Record,F4.6.2/14,,,"Facture de Maison Crémieux, 83, rue de la République Lyon, tailleur à Pauline Seguin, née Consiglieri (580 francs)",1896-01-29/1896-01-30,,,"Maison Crémieux, 83, rue de la République Lyon, tailleur",REFPERS0025,,,F4.6.2,,
rico:Record,F4.6.2/15,,,"Facture de Régneux-Arnaudon, 34, rue Franklin, Lyon, Teinture à Pauline Seguin, née Consiglieri, 2, Place Carnot, Lyon (67,9 francs)",,,,"Régneux-Arnaudon, 34, rue Franklin, Lyon, Teinture",REFPERS0025,,,F4.6.2,,
rico:Record,F4.6.2/16,,,"Facture de Vve Basset et fils, tailleurs, 19, rue Hippolyte Flandrin, Lyon à Pauline Seguin, née Consiglieri, Lyon (14 francs)",1896-01-30/1897-12-03,,,"Vve Basset et fils, tailleurs, 19, rue Hippolyte Flandrin, Lyon",REFPERS0025,,,F4.6.2,,
rico:Record,F4.6.2/17,,,"Facture de Aux docks de la cordonnerie, 52, rue de la République, Lyon à Augustin Seguin, Lyon (111,7 francs)",,1896-01-31,,"Aux docks de la cordonnerie, 52, rue de la République, Lyon",REFPERS0017,,,F4.6.2,,
rico:Record,F4.6.2/18,,,"Facture de Veuve Royer, Bulliod et Cie, 81, rue de la République à Pauline Seguin, née Consiglieri, 2, Place Carnot, Lyon (12 francs)",,,,"Veuve Royer, Bulliod et Cie, 81, rue de la République",REFPERS0025,,,F4.6.2,,
rico:Record,F4.6.2/19,,,"Reçu de paiement de Madame Gojon, robes et manteaux, 87, rue de l'Hotel de ville, Lyon à Augustin Seguin, Lyon (1836 francs)",,1896-01-31,,"Madame Gojon, robes et manteaux, 87, rue de l'Hotel de ville, Lyon",REFPERS0017,,,F4.6.2,,
rico:Record,F4.6.2/2,,,"Facture de J. Berne, fabrique d'articles de voyage, 8, rue Victor Hugo, Lyon à Augustin Seguin, Lyon (60 francs)",1896-01-03/1896-03-05,,,"J. Berne, fabrique d'articles de voyage, 8, rue Victor Hugo, Lyon",REFPERS0017,,,F4.6.2,,
rico:Record,F4.6.2/20,,,"Facture de Jacques Pédrini, entreprise de vitrerie en tous genres, 61, rue Victor Hugo à Pauline Seguin, née Consiglieri, 2, Place Carnot, Lyon (11,3 francs, achat d'oranges et de mandarines)",1896-01-01/1896-02-20,,,"Jacques Pédrini, entreprise de vitrerie en tous genres, 61, rue Victor Hugo",REFPERS0025,,,F4.6.2,,
rico:Record,F4.6.2/21,,,"Facture de Grand bazar de Lyon, 31, rue de la République, Lyon à Madame Gignout (Gignont ?) (41,4 francs)",,1896-02-03,,"Grand bazar de Lyon, 31, rue de la République, Lyon",,Madame Gignout (Gignont ?),,F4.6.2,,
rico:Record,F4.6.2/22,,,"Facture de À l'abeille, trousseaux et layettes, E. Maurin, 44, Place de la République, Lyon à Pauline Seguin, née Consiglieri, 2, Place Carnot, Lyon (13,75 francs)",,1896-02-24,,"À l'abeille, trousseaux et layettes, E. Maurin, 44, Place de la République, Lyon",REFPERS0025,,,F4.6.2,,
rico:Record,F4.6.2/23,,,"Facture de Bonnefoy, 32, rue de la République, chapellerie de luxe à Pauline Seguin, née Consiglieri, 2, Place Carnot, Lyon (64 francs)",,1896-02-25,,"Bonnefoy, 32, rue de la République, chapellerie de luxe",REFPERS0025,,,F4.6.2,,
rico:Record,F4.6.2/24,,,"Note de dépenses à Augustin Seguin (3,05 francs, pour achat de rôtis)",,1896-02-01,,,REFPERS0017,,,F4.6.2,,
rico:Record,F4.6.2/25,,,"Facture de Thiéry ainé et Sigrand, vêtements, 1, place des Jacobins, Lyon à Augustin Seguin, Lyon (15 francs)",,1896-03-13,,"Thiéry ainé et Sigrand, vêtements, 1, place des Jacobins, Lyon",REFPERS0017,,,F4.6.2,,
rico:Record,F4.6.2/26,,,"Facture de Belle jardinière, 2, rue du Pont Neuf, Paris, Vêtements confectionnés à Augustin Seguin, Lyon (5 francs)",,1896-03-19,,"Belle jardinière, 2, rue du Pont Neuf, Paris, Vêtements confectionnés",REFPERS0017,,,F4.6.2,,
rico:Record,F4.6.2/27,,,"Facture de Grande Maison de deuil, à la Scabieuse, J. Buland, 97, rue de l'Hotel de ville, Lyon à Pauline Seguin, née Consiglieri, Lyon (179 francs)",,1896-03-21,,"Grande Maison de deuil, à la Scabieuse, J. Buland, 97, rue de l'Hotel de ville, Lyon",REFPERS0025,,,F4.6.2,,
rico:Record,F4.6.2/28,,,"Facture de Vve Jacquemet-Bonnefont et Graillat, établissement horticole, Annonay à Augustin Seguin, Varagnes (3 francs, achat de mûriers)",,1896-03-27,,"Vve Jacquemet-Bonnefont et Graillat, établissement horticole, Annonay",REFPERS0017,,,F4.6.2,,
rico:Record,F4.6.2/29,,,"Facture de Jules Desurmont et fils, laine hygiénique, 45, rue de la République, Lyon à Augustin Seguin, Lyon (94 francs)",,1896-03-30,,"Jules Desurmont et fils, laine hygiénique, 45, rue de la République, Lyon",REFPERS0017,,,F4.6.2,,
rico:Record,F4.6.2/3,,,"Facture de A. Zeïer, chaussures en tout genre, 33, rue Victor Hugo, Lyon à Augustin Seguin, 2, Place Carnot, Lyon (8 francs)",,1896-01-03,,"A. Zeïer, chaussures en tout genre, 33, rue Victor Hugo, Lyon",REFPERS0017,,,F4.6.2,,
rico:Record,F4.6.2/30,,,"Facture de Belle jardinière, 2, rue du Pont Neuf, Paris, Vêtements confectionnés à Pauline Seguin, née Consiglieri, Lyon (274 francs)",,1896-03-31,,"Belle jardinière, 2, rue du Pont Neuf, Paris, Vêtements confectionnés",REFPERS0025,,,F4.6.2,,
rico:Record,F4.6.2/31,,,"Mandat de Hilaire-Fabre, la dame de pique, huile d'olive et savon blanc, Salon à Augustin Seguin, 2, Place Carnot, Lyon (118,5 francs, pour règlement de facture en retard)",,1896-03-31,,"Hilaire-Fabre, la dame de pique, huile d'olive et savon blanc, Salon",REFPERS0017,,,F4.6.2,,
rico:Record,F4.6.2/32,,,"Facture de Ferdinand Desalla, 10, rue confort, lyon, Quincaillerie à Augustin Seguin, 2, Place Carnot, Lyon (37 francs)",,1896-03-31,,"Ferdinand Desalla, 10, rue confort, lyon, Quincaillerie",REFPERS0017,,,F4.6.2,,
rico:Record,F4.6.2/33,,,"Facture de C. Garnier, 2, cours Morand Lyon, commerce de vins fins à Augustin Seguin, 2, place Perrache, Lyon (901,65 francs, achat de rhum, d'eau de vie anisée, de vin, etc.)",,1896-04-01,,"C. Garnier, 2, cours Morand Lyon, commerce de vins fins",REFPERS0017,,,F4.6.2,,
rico:Record,F4.6.2/34,,,"Facture de J. Lombard, spécialité de gâteaux et galettes parisiennes, 32, rue St Joseph à Augustin Seguin, 2, place Perrache, Lyon (5,8 francs, pour 28 pain Keneipp pris pendant le mois de mars, à 0,2 l'un et 1 en avril)",,1896-04-01,,"J. Lombard, spécialité de gâteaux et galettes parisiennes, 32, rue St Joseph",REFPERS0017,,,F4.6.2,,
rico:Record,F4.6.2/35,,,"Facture de Hilaire-Fabre, la dame de pique, huile d'olive et savon blanc, Salon à Augustin Seguin (ingénieur), 2, Place Carnot, Lyon (118,2 francs, deux colis d'estagnons d'huile d'olive grand choix dont l'un a été envoyé au château de Varagnes et l'autre à son domicile lyonnais)",,1896-04-01,,"Hilaire-Fabre, la dame de pique, huile d'olive et savon blanc, Salon",REFPERS0017,,,F4.6.2,,
rico:Record,F4.6.2/36,,,"Facture de L. Berrier, épicerie fine, 15, rue Victor Hugo, Lyon à Augustin Seguin, Lyon (12 francs, pour terrine de foie gras)",,1896-04-18,,"L. Berrier, épicerie fine, 15, rue Victor Hugo, Lyon",REFPERS0017,,,F4.6.2,,
rico:Record,F4.6.2/37,,,"Facture de Sommard, épicier à Boulieu à Augustin Seguin, Varagnes (99,9 francs, pour 69,9 kg de pain seigle et 55,250 kilos de pain blanc entre le 6 novembre 1895 et le 19 avril 1896)",,1896-04-19,,"Sommard, épicier à Boulieu",REFPERS0017,,,F4.6.2,,
rico:Record,F4.6.2/38,,,"Facture de Cassagne, founitures pour tailleurs, 42, place de la République, Lyon à Pauline Seguin, née Consiglieri, 2, place Perrache, Lyon (10 francs)",,1896-04-22,,"Cassagne, founitures pour tailleurs, 42, place de la République, Lyon",REFPERS0025,,,F4.6.2,,
rico:Record,F4.6.2/39,,,"Facture de Belle jardinière, 2, rue du Pont Neuf, Paris, Vêtements confectionnés à Pauline Seguin, née Consiglieri (66 francs)",,1896-04-27,,"Belle jardinière, 2, rue du Pont Neuf, Paris, Vêtements confectionnés",REFPERS0025,,,F4.6.2,,
rico:Record,F4.6.2/4,,,"Facture de Mesdemoiselles Leneuf, Maison du gant d'or, 17, rue Victor Hugo, bonneterie à Pauline Seguin, née Consiglieri, Lyon (94,2 francs)",,1896-01-04,,"Mesdemoiselles Leneuf, Maison du gant d'or, 17, rue Victor Hugo, bonneterie",REFPERS0025,,,F4.6.2,,
rico:Record,F4.6.2/40,,,"Facture de Belle jardinière, 2, rue du Pont Neuf, Paris, Vêtements confectionnés à Augustin Seguin (81 francs)",,1896-04-28,,"Belle jardinière, 2, rue du Pont Neuf, Paris, Vêtements confectionnés",REFPERS0017,,,F4.6.2,,
rico:Record,F4.6.2/41,,,"Facture de Morel boucher à Boulieu à Augustin Seguin (69,6 francs)",1896-04-01/1896-05-08,,,Morel boucher à Boulieu,REFPERS0017,,,F4.6.2,,
rico:Record,F4.6.2/42,,,"Facture de Dupré-Gaud, grande épicerie centrale, rue Boissy d'Anglas à Augustin Seguin (61 francs)",1896-04-01/1896-04-15,,,"Dupré-Gaud, grande épicerie centrale, rue Boissy d'Anglas",REFPERS0017,,,F4.6.2,,
rico:Record,F4.6.2/43,,,"Facture de Giraud-Verdier, patisserie, confiseur, 3, grande-rue, Annonay à Augustin Seguin, Varagnes (25,6 francs)",,1896-05-05,,"Giraud-Verdier, patisserie, confiseur, 3, grande-rue, Annonay",REFPERS0017,,,F4.6.2,,
rico:Record,F4.6.2/44,,,"Facture de C. Gautier, fabrique de malles, 5 rue des remparts d'Ainay, Lyon à Augustin Seguin, Lyon (7 francs)",1896-05-08/1896-05-29,,,"C. Gautier, fabrique de malles, 5 rue des remparts d'Ainay, Lyon",REFPERS0017,,,F4.6.2,,
rico:Record,F4.6.2/45,,,"Facture de P. Cote-Baritel, porcelaines, faïences, verreries, 33, rue du Plat, Lyon à Augustin Seguin, 2, Place Carnot, Lyon (41,7 francs)",1896-05-19/1896-05-29,,,"P. Cote-Baritel, porcelaines, faïences, verreries, 33, rue du Plat, Lyon",REFPERS0017,,,F4.6.2,,
rico:Record,F4.6.2/46,,,"Facture de Mesdames Dodin, 10, rue St Dominique, Lyon à Pauline Seguin, née Consiglieri, 2, place Perrache, Lyon (70 francs)",,1896-05-20,,"Mesdames Dodin, 10, rue St Dominique, Lyon",REFPERS0025,,,F4.6.2,,
rico:Record,F4.6.2/47,,,"Facture de P. Cote-Baritel, porcelaines, faïences, verreries, 33, rue du Plat, Lyon à Augustin Seguin, 2, Place Carnot, Lyon (7,2 francs)",,1896-05-21,,"P. Cote-Baritel, porcelaines, faïences, verreries, 33, rue du Plat, Lyon",REFPERS0017,,,F4.6.2,,
rico:Record,F4.6.2/48,,,"Facture de À l'abeille, trousseaux et layettes, E. Maurin, 44, Place de la République, Lyon à Pauline Seguin, née Consiglieri, Lyon (6,4 francs)",,1896-05-27,,"À l'abeille, trousseaux et layettes, E. Maurin, 44, Place de la République, Lyon",REFPERS0025,,,F4.6.2,,
rico:Record,F4.6.2/49,,,"Facture de Au corset d'or, 15, rue de Victor Hugo, Lyon, corsets et brassières à Pauline Seguin, née Consiglieri (18,25 francs)",1896-02/1897-01-18,,,"Au corset d'or, 15, rue de Victor Hugo, Lyon, corsets et brassières",REFPERS0025,,,F4.6.2,,
rico:Record,F4.6.2/5,,,"Facture de Bouchard, Coiffeur-parfumeur, 24, place Louis-le-Grand à Pauline Seguin, née Consiglieri, Lyon (26 francs)",,1896-01-07,,"Bouchard, Coiffeur-parfumeur, 24, place Louis-le-Grand",REFPERS0025,,,F4.6.2,,
rico:Record,F4.6.2/50,,,"Facture de F. Vicard, Job et Goyet sucrs, spécialité de chemises faux-cols, cravates à Pauline Seguin, née Consiglieri, 2, Place Carnot, Lyon (69,5 francs)",1896-06-05/1896-10-21,,,"F. Vicard, Job et Goyet sucrs, spécialité de chemises faux-cols, cravates",REFPERS0025,,,F4.6.2,,
rico:Record,F4.6.2/51,,,"Facture de C. Chevalier, 57, rue Victor Hugo, Fleurs naturelles à Augustin Seguin, Lyon (192,7 francs, pour achats de plantes d'intérieur)",,,,"C. Chevalier, 57, rue Victor Hugo, Fleurs naturelles",REFPERS0017,,,F4.6.2,,
rico:Record,F4.6.2/52,,,"Facture de Vincent Félix, Corderie romanaise, 61, rue de l'Hotel de ville, Lyon à Augustin Seguin, Lyon (24,9 francs)",,1896-06-18,,"Vincent Félix, Corderie romanaise, 61, rue de l'Hotel de ville, Lyon",REFPERS0017,,,F4.6.2,,
rico:Record,F4.6.2/53,,,"Facture de A. Zeïer, chaussures en tout genre, 33, rue Victor Hugo, Lyon à Augustin Seguin, 2, Place Carnot, Lyon (37,6 francs)",,,,"A. Zeïer, chaussures en tout genre, 33, rue Victor Hugo, Lyon",REFPERS0017,,,F4.6.2,,
rico:Record,F4.6.2/54,,,"Facture de Bonnefoy, 32, rue de la République, chapellerie de luxe à Pauline Seguin, née Consiglieri, 2, Place Carnot, Lyon (110,75 francs)",,1896-06-25,,"Bonnefoy, 32, rue de la République, chapellerie de luxe",REFPERS0025,,,F4.6.2,,
rico:Record,F4.6.2/55,,,"Facture de Madame Gojon, robes et manteaux, 87, rue de l'Hotel de ville, Lyon à Pauline Seguin, née Consiglieri, Lyon (1711 francs)",,1896-06-25,,"Madame Gojon, robes et manteaux, 87, rue de l'Hotel de ville, Lyon",REFPERS0025,,,F4.6.2,,
rico:Record,F4.6.2/56,,,"Facture de Régneux-Arnaudon, 34, rue Franklin, Lyon, Teinture à Pauline Seguin, née Consiglieri (101,5 francs)",,,,"Régneux-Arnaudon, 34, rue Franklin, Lyon, Teinture",REFPERS0025,,,F4.6.2,,
rico:Record,F4.6.2/57,,,"Facture de Henri Gondrand, 1 place Perrache, vins, huiles, etc. à Pauline Seguin, née Consiglieri, Lyon (150,25 francs)",,,,"Henri Gondrand, 1 place Perrache, vins, huiles, etc.",REFPERS0025,,,F4.6.2,,
rico:Record,F4.6.2/58,,,"Facture de Coulpier et Gayet, à la pensée, haute nouveauté pour dames, 26, rue de la Républiques à Pauline Seguin, née Consiglieri, Lyon (31,95 francs)",,,,"Coulpier et Gayet, à la pensée, haute nouveauté pour dames, 26, rue de la Républiques",REFPERS0025,,,F4.6.2,,
rico:Record,F4.6.2/59,,,"Facture de Boulangerie de Grillet, 5, place Ampère, à Augustin Seguin, Lyon (46,55 francs)",,1896-06-30,,"Boulangerie de Grillet, 5, place Ampère,",REFPERS0017,,,F4.6.2,,
rico:Record,F4.6.2/6,,,"Facture de Pouilly ainé, chapellerie à Augustin Seguin, Lyon (58 francs)",1896-01-10/1896-01-17,,,"Pouilly ainé, chapellerie",REFPERS0017,,,F4.6.2,,
rico:Record,F4.6.2/60,,,"Facture de À la renommée, chaussures de chasse, 44, rue de la République, Lyon à Augustin Seguin, 2, Place Carnot, Lyon (7,5 francs)",,1896-06-30,,"À la renommée, chaussures de chasse, 44, rue de la République, Lyon",REFPERS0017,,,F4.6.2,,
rico:Record,F4.6.2/61,,,"Facture de C. Jannot, 18, rue du Plat, Lyon, Quicaillerie, ferronnerie, outils à Augustin Seguin (ingénieur), 2, Place Carnot, Lyon (23,3 francs)",,,,"C. Jannot, 18, rue du Plat, Lyon, Quicaillerie, ferronnerie, outils",REFPERS0017,,,F4.6.2,,
rico:Record,F4.6.2/62,,,"Facture de Grands magasins de nouveautés, aux deux passages, Lyon à Pauline Seguin, née Consiglieri, 2, Place Carnot, Lyon (239,9 francs)",1896-06-30/1897-01-11,,,"Grands magasins de nouveautés, aux deux passages, Lyon",REFPERS0025,,,F4.6.2,,
rico:Record,F4.6.2/63,,,"Facture de Gants Perrin, 7, rue de la République, Lyon à Pauline Seguin, née Consiglieri, Lyon (44,4 francs)",,1896-06-01,,"Gants Perrin, 7, rue de la République, Lyon",REFPERS0025,,,F4.6.2,,
rico:Record,F4.6.2/64,,,"Facture de Laiterie maison Herlobig, 33 rue de Condé, Lyon à Pauline Seguin, née Consiglieri, Lyon (18,9 francs, pour le mois de juin 1896, achat de 63 litres de lait à 0,3 le litre)",,1896-06-01,,"Laiterie maison Herlobig, 33 rue de Condé, Lyon",REFPERS0025,,,F4.6.2,,
rico:Record,F4.6.2/65,,,"Facture de Joanny Kemler Jeune, coiffures, 5, place Carnot à Augustin Seguin, Lyon (63,2 francs)",1896-07-01/1896-07-03,,,"Joanny Kemler Jeune, coiffures, 5, place Carnot",REFPERS0017,,,F4.6.2,,
rico:Record,F4.6.2/66,,,"Facture de Mademoiselle Coin, repasseuse à Pauline Seguin, née Consiglieri (387 francs)",,1896-07-01,,"Mademoiselle Coin, repasseuse",REFPERS0025,,,F4.6.2,,
rico:Record,F4.6.2/67,,,"Facture de Ordre de prémontré, abbaye de Saint-Michel de Frigolet, Saint-Michel, près Tarascon (Rhône) à Augustin Seguin, Varagnes (59 francs)",,1896-07-11,,"Ordre de prémontré, abbaye de Saint-Michel de Frigolet, Saint-Michel, près Tarascon (Rhône)",REFPERS0017,,,F4.6.2,,
rico:Record,F4.6.2/68,,,"Mandat de Arnaud Gaidan et Cie, Ordre de prémontré, abbaye de Saint-Michel de Frigolet, Saint-Michel, près Tarascon (Rhône) à P. Monssert, aumônier de Varagnes, Varagnes (78,7 francs)",,1896-07-15,,"Arnaud Gaidan et Cie, Ordre de prémontré, abbaye de Saint-Michel de Frigolet, Saint-Michel, près Tarascon (Rhône)",,"P. Monssert, aumônier de Varagnes",,F4.6.2,,
rico:Record,F4.6.2/69,,,"Mandat de Arnaud Gaidan et Cie, cognacs, Ordre de prémontré, abbaye de Saint-Michel de Frigolet, Saint-Michel, près Tarascon (Rhône) à P. Monssert, aumônier de Varagnes, Varagnes (32 francs)",,1896-07-15,,"Arnaud Gaidan et Cie, cognacs, Ordre de prémontré, abbaye de Saint-Michel de Frigolet, Saint-Michel, près Tarascon (Rhône)",,"P. Monssert, aumônier de Varagnes",,F4.6.2,,
rico:Record,F4.6.2/7,,,"Facture de Pouilly ainé, chapellerie à Augustin Seguin, Lyon (22 francs)",1896-01-12/1896-01-17,,,"Pouilly ainé, chapellerie",REFPERS0017,,,F4.6.2,,
rico:Record,F4.6.2/70,,,"Facture de Pouilly ainé, chapellerie à Augustin Seguin, Lyon (102,65 francs)",,1896-07-18,,"Pouilly ainé, chapellerie",REFPERS0017,,,F4.6.2,,
rico:Record,F4.6.2/71,,,"Facture de Calley, 12, rue d'Auvergne, Lyon, porcelaine en tout genre à Augustin Seguin, Lyon (32,25 francs)",,1896-07-25,,"Calley, 12, rue d'Auvergne, Lyon, porcelaine en tout genre",REFPERS0017,,,F4.6.2,,
rico:Record,F4.6.2/72,,,"Facture de Maison Carret, à la maille lyonnaise, 17, rue neuve, Lyon à Pauline Seguin, née Consiglieri, Varagnes (10,6 francs, achat d'une giboire pour dames, livré en gare d'Annonay)",,1896-08-10,,"Maison Carret, à la maille lyonnaise, 17, rue neuve, Lyon",REFPERS0025,,,F4.6.2,,
rico:Record,F4.6.2/73,,,"Facture de Mademoiselle Richard, épicerie fine, 14, rue de Tournon, Annonay à Augustin Seguin, Annonay (69,5 francs)",,1896-08-27,,"Mademoiselle Richard, épicerie fine, 14, rue de Tournon, Annonay",REFPERS0017,,,F4.6.2,,
rico:Record,F4.6.2/74,,,"Facture de Benoît Cussac, Oranges et marrons, 27, quai de Bondy, Lyon à Augustin Seguin (144 francs)",,1896-09-08,,"Benoît Cussac, Oranges et marrons, 27, quai de Bondy, Lyon",REFPERS0017,,,F4.6.2,,
rico:Record,F4.6.2/75,,,"Facture de Vidon frères, 15, rue Boissy d'Anglas, draperie et soierie à Madame veuve Paul Seguin à Déoma, Annonay (14,4 francs)",,1896-09-11,,"Vidon frères, 15, rue Boissy d'Anglas, draperie et soierie",,Madame veuve Paul Seguin à Déoma,,F4.6.2,,
rico:Record,F4.6.2/76,,,"Facture de Belle jardinière, 2, rue du Pont Neuf, Paris, Vêtements confectionnés à Augustin Seguin, Lyon (22,44 francs)",,1896-09-30,,"Belle jardinière, 2, rue du Pont Neuf, Paris, Vêtements confectionnés",REFPERS0017,,,F4.6.2,,
rico:Record,F4.6.2/77,,,"Facture de P. Cote-Baritel, porcelaines, faïences, verreries, 33, rue du Plat, Lyon à Augustin Seguin, 2, Place Carnot, Lyon (7,2 francs)",,,,"P. Cote-Baritel, porcelaines, faïences, verreries, 33, rue du Plat, Lyon",REFPERS0017,,,F4.6.2,,
rico:Record,F4.6.2/78,,,"Facture de Wattebled et Cie, place de la Bourse, Lyon à Augustin Seguin, 2, Place Carnot, Lyon (68,75 francs)",1896-09-30/1897-01-11,,,"Wattebled et Cie, place de la Bourse, Lyon",REFPERS0017,,,F4.6.2,,
rico:Record,F4.6.2/79,,,"Facture de Corcellet, Bernard et Cie, machines, outils et quincaillerie, 2, rue de la Barre et 15, place Bellecour, lyon à Augustin Seguin, Lyon (4,7 francs)",,1896-10-09,,"Corcellet, Bernard et Cie, machines, outils et quincaillerie, 2, rue de la Barre et 15, place Bellecour, lyon",REFPERS0017,,,F4.6.2,,
rico:Record,F4.6.2/8,,,"Facture de Jabin et Rouchon, 26, rue Grenette, Lyon, graines fourragères à Augustin Seguin, Lyon (236 francs)",,,,"Jabin et Rouchon, 26, rue Grenette, Lyon, graines fourragères",REFPERS0017,,,F4.6.2,,
rico:Record,F4.6.2/80,,,"Facture de Bonny, saignées, ordinaires et de musique, spécialité pour la reliure, 76, rue de la Charité, Lyon à Augustin Seguin, Lyon (15 francs)",1896-10-15/1896-12-28,,,"Bonny, saignées, ordinaires et de musique, spécialité pour la reliure, 76, rue de la Charité, Lyon",REFPERS0017,,,F4.6.2,,
rico:Record,F4.6.2/81,,,"Facture de V. Faure et X. Blas, Brasserie Amann, caves, glacières, Rue de la croisette, Annonay à Augustin Seguin, Annonay (58,8 francs)",,1896-10-30,,"V. Faure et X. Blas, Brasserie Amann, caves, glacières, Rue de la croisette, Annonay",REFPERS0017,,,F4.6.2,,
rico:Record,F4.6.2/82,,,"Facture de Poupy jeune, 46, rue Victor Hugo, Lyon, fabrique de parapluies et cfannes à main à Pauline Seguin, née Consiglieri, Lyon (37,5 francs, pour achat de cravache et réparation de parapluie)",1896-10-01/1897-01-19,,,"Poupy jeune, 46, rue Victor Hugo, Lyon, fabrique de parapluies et cfannes à main",REFPERS0025,,,F4.6.2,,
rico:Record,F4.6.2/83,,,"Facture de C. Garnier, 2, cours Morand Lyon, commerce de vins fins à Augustin Seguin, 2, place Perrache, Lyon (97 francs)",1896-02/1897-02-10,,,"C. Garnier, 2, cours Morand Lyon, commerce de vins fins",REFPERS0017,,,F4.6.2,,
rico:Record,F4.6.2/84,,,"Facture de S.Gleyre, 10, rue de la République, Lyon à Pauline Seguin, née Consiglieri, Lyon (38,1 francs)",1896-11-02/1896-12-28,,,"S.Gleyre, 10, rue de la République, Lyon",REFPERS0025,,,F4.6.2,,
rico:Record,F4.6.2/85,,,"Facture de Belle jardinière, 2, rue du Pont Neuf, Paris, Vêtements confectionnés à Augustin Seguin, Lyon (98 francs)",,1896-11-14,,"Belle jardinière, 2, rue du Pont Neuf, Paris, Vêtements confectionnés",REFPERS0017,,,F4.6.2,,
rico:Record,F4.6.2/86,,,"Facture de À la renommée, chaussures de chasse, 44, rue de la République, Lyon à Augustin Seguin, 2, Place Carnot, Lyon (7,5 francs)",,1896-11-30,,"À la renommée, chaussures de chasse, 44, rue de la République, Lyon",REFPERS0017,,,F4.6.2,,
rico:Record,F4.6.2/87,,,"Facture de Bernard, confiseur, 35, rue de Bourbon Lyon à Pauline Seguin, née Consiglieri, Lyon (187,35 francs)",1896-11-01/1897-01-11,,,"Bernard, confiseur, 35, rue de Bourbon Lyon",REFPERS0025,,,F4.6.2,,
rico:Record,F4.6.2/88,,,"Facture de L. Massard, horlogerie de précision à Augustin Seguin, Lyon (10,75 francs, pour réparation de montre, d'un cadre, de boutons de manchettes)",,1896-11-01,,"L. Massard, horlogerie de précision",REFPERS0017,,,F4.6.2,,
rico:Record,F4.6.2/89,,,"Facture de F. Vicard, Job et Goyet sucrs, spécialité de chemises faux-cols, cravates à Pauline Seguin, née Consiglieri, 2, Place Carnot, Lyon (10,2 francs)",,1896-12-05,,"F. Vicard, Job et Goyet sucrs, spécialité de chemises faux-cols, cravates",REFPERS0025,,,F4.6.2,,
rico:Record,F4.6.2/9,,,"Reçu de paiement de Grogne-Arnaud, 11, quai St Antoine, Lyon, joyaux et pierres précieuses à Augustin Seguin, Lyon (500 francs)",,1896-01-13,,"Grogne-Arnaud, 11, quai St Antoine, Lyon, joyaux et pierres précieuses",REFPERS0017,,,F4.6.2,,
rico:Record,F4.6.2/90,,,"Facture de Jabin et Rouchon, 26, rue Grenette, Lyon à Augustin Seguin, tours du Midi (456 francs)",1896-12-07/1897-02-10,,,"Jabin et Rouchon, 26, rue Grenette, Lyon",REFPERS0017,,,F4.6.2,,
rico:Record,F4.6.2/91,,,"Facture de Jules Desurmont et fils, laine hygiénique, 45, rue de la République, Lyon à Augustin Seguin, Lyon (96 francs)",1896-12-08/1897-02-06,,,"Jules Desurmont et fils, laine hygiénique, 45, rue de la République, Lyon",REFPERS0017,,,F4.6.2,,
